date,sentiment_us,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1/22/20,-0.16863905325443784,0.3333333333333333,0.26666666666666666,0.2765957446808511,0.13636363636363635,0.2932454695222405,0.296,0.34146341463414637,0.36363636363636365,0.5789473684210527,0.3104693140794224,0.25886524822695034,0.1875,0.26666666666666666,0.34285714285714286,0.36538461538461536,0.4090909090909091,0.3076923076923077,0.21052631578947367,0.3,0.45,0.32919254658385094,0.32211538461538464,0.29896907216494845,0.3611111111111111,0.23076923076923078,0.2987012987012987,0.25,0.23333333333333334,0.15384615384615385,0.125,0.21100917431192662,0.29411764705882354,0.2789598108747045,0.31343283582089554,0.3333333333333333,0.29508196721311475,0.36363636363636365,0.3026315789473684,0.3111111111111111,0.18181818181818182,0.25925925925925924,0.2222222222222222,0.23170731707317074,0.27713625866050806,0.2777777777777778,0.14285714285714285,0.344,0.3333333333333333,0.19230769230769232,0.23880597014925373,0.0
1/23/20,-0.40432073792378026,0.20930232558139536,0.24285714285714285,0.1678832116788321,0.16981132075471697,0.18641576007056748,0.19495412844036697,0.21610169491525424,0.27884615384615385,0.24358974358974358,0.1752212389380531,0.20112994350282487,0.09876543209876543,0.17894736842105263,0.19428571428571428,0.2467948717948718,0.22429906542056074,0.20481927710843373,0.2727272727272727,0.19811320754716982,0.2619047619047619,0.25481798715203424,0.21037868162692847,0.1865546218487395,0.20518867924528303,0.18181818181818182,0.21173469387755103,0.20987654320987653,0.18045112781954886,0.15605095541401273,0.24193548387096775,0.2222222222222222,0.1619047619047619,0.1955215729109776,0.20926243567753003,0.15384615384615385,0.1769352290679305,0.266304347826087,0.16548463356973994,0.19245283018867926,0.17777777777777778,0.22540983606557377,0.14634146341463414,0.1949685534591195,0.21191085129704054,0.2,0.2,0.22653721682847897,0.22297297297297297,0.22772277227722773,0.13095238095238096,0.23529411764705882
1/24/20,-0.1343074084966447,0.2979214780600462,0.3333333333333333,0.2871287128712871,0.2967581047381546,0.3377125888598938,0.26429809358752165,0.2825719120135364,0.30935251798561153,0.28688524590163933,0.29732802728823193,0.29336734693877553,0.3960674157303371,0.3689839572192513,0.2795977011494253,0.2765748031496063,0.30277777777777776,0.279126213592233,0.26146788990825687,0.2987721691678035,0.24709302325581395,0.2978723404255319,0.29057187017001546,0.26706072004298764,0.2772093023255814,0.2585227272727273,0.23652694610778444,0.25957446808510637,0.2727272727272727,0.3506944444444444,0.3045977011494253,0.2679296346414073,0.28434504792332266,0.2748841519925857,0.2492877492877493,0.26,0.2678843226788432,0.2725409836065574,0.2634836427939876,0.2604037906880923,0.35507246376811596,0.2782485875706215,0.21311475409836064,0.263448275862069,0.35166807432432434,0.327217125382263,0.22727272727272727,0.2928813559322034,0.2969109011998979,0.2815884476534296,0.23354037267080746,0.2356687898089172
1/25/20,-0.2209876397742403,0.2315369261477046,0.22635135135135134,0.2383495145631068,0.22334004024144868,0.2952468007312614,0.24035087719298245,0.225031605562579,0.21518987341772153,0.273542600896861,0.24183976261127596,0.25603112840466924,0.3199152542372881,0.32432432432432434,0.29520865533230295,0.25528169014084506,0.24390243902439024,0.2709832134292566,0.22764227642276422,0.2771213748657358,0.28055555555555556,0.2949745083758194,0.2754435107376284,0.23104693140794225,0.2567783094098884,0.23607427055702918,0.23228699551569507,0.1918819188191882,0.2454308093994778,0.2756964457252642,0.2236842105263158,0.2605294825511432,0.22278481012658227,0.24873450864025134,0.23554706163401815,0.3076923076923077,0.233983286908078,0.24792013311148087,0.24624624624624625,0.2268747620860297,0.23756906077348067,0.2191780821917808,0.18961038961038962,0.21458046767537828,0.2713116390497105,0.27294117647058824,0.336734693877551,0.24726477024070023,0.25095419847328243,0.23157894736842105,0.23011015911872704,0.1736111111111111
1/26/20,-0.19799060928719314,0.20934579439252338,0.2371364653243848,0.18050721034311287,0.2182468694096601,0.261349858547757,0.2516205067766647,0.2522080471050049,0.3010204081632653,0.2527881040892193,0.21931864824189357,0.22800537273337812,0.2764505119453925,0.23159509202453987,0.26544289044289043,0.2507530120481928,0.27505330490405117,0.2015065913370998,0.2502596053997923,0.2563891178895301,0.2185430463576159,0.2411825726141079,0.25516659637283845,0.2494696648281714,0.2434402332361516,0.1974169741697417,0.24175824175824176,0.22,0.2506265664160401,0.2376237623762376,0.2032520325203252,0.2413793103448276,0.22023809523809523,0.24740678441267172,0.200836820083682,0.17857142857142858,0.24495782911624495,0.2395287958115183,0.24111675126903553,0.21178343949044587,0.2524271844660194,0.19956379498364232,0.2,0.2371517027863777,0.23504661331573304,0.2423076923076923,0.31547619047619047,0.2224515063970285,0.26031033074724375,0.19940476190476192,0.19507575757575757,0.2248062015503876
1/27/20,-0.2740116055683084,0.20618556701030927,0.17577197149643706,0.22486288848263253,0.22179732313575526,0.21782063197026022,0.2145512480084971,0.22384937238493724,0.19915254237288135,0.24210526315789474,0.198642266824085,0.20875083500334002,0.22602739726027396,0.23975409836065573,0.21128077282642568,0.20809248554913296,0.2412280701754386,0.2222222222222222,0.20726495726495728,0.16977611940298507,0.25971370143149286,0.22520661157024793,0.23903177004538578,0.19049753473778575,0.2150858849887976,0.20642201834862386,0.21040550879877581,0.23148148148148148,0.234375,0.1979780960404381,0.24749163879598662,0.20342298288508556,0.2438563327032136,0.21702464092765844,0.229010989010989,0.21,0.2210607820363918,0.20694259012016022,0.22669220945083013,0.2012539184952978,0.19072164948453607,0.20352941176470588,0.18548387096774194,0.20121130551816957,0.19142335766423357,0.22066549912434325,0.23756906077348067,0.2106490478041197,0.23520897412701286,0.19220055710306408,0.21588785046728973,0.21428571428571427
1/28/20,-0.26700242278563113,0.2318271119842829,0.25754060324825984,0.2695149373594603,0.24285714285714285,0.25429294288636484,0.24631348989623156,0.24033437826541273,0.25663716814159293,0.21649484536082475,0.24897512981688985,0.2352752880921895,0.2263056092843327,0.2523364485981308,0.2432603869330796,0.26360808709175737,0.26692456479690524,0.2650130548302872,0.2235817575083426,0.2502482621648461,0.2224168126094571,0.24018475750577367,0.25113293051359514,0.22281639928698752,0.22889733840304183,0.21428571428571427,0.2515105740181269,0.2803738317757009,0.23306233062330622,0.24202780049059688,0.26519337016574585,0.24508050089445438,0.25092936802973975,0.24305184393372528,0.23919554985023533,0.3113207547169811,0.2274300932090546,0.22533748701973,0.23610202746893394,0.2453125,0.26262626262626265,0.2374866879659212,0.23236514522821577,0.2514812376563529,0.2282678391499496,0.24496644295302014,0.24311926605504589,0.2262984336356142,0.26521425999279796,0.2575,0.22805343511450382,0.26865671641791045
1/29/20,-0.17675104751541126,0.24,0.24074074074074073,0.26596837132881496,0.2299687825182102,0.2633796047609624,0.23960535588442566,0.2705798138869005,0.2413793103448276,0.27069351230425054,0.23569794050343248,0.23267233238904628,0.2609427609427609,0.26564885496183205,0.2591718125681075,0.2359043752819125,0.26422764227642276,0.24866785079928952,0.23125,0.22670509125840538,0.233502538071066,0.2578558225508318,0.24882186616399624,0.23060402684563758,0.22978547854785478,0.1934156378600823,0.2346420323325635,0.24025974025974026,0.257001647446458,0.2665435518621114,0.26304347826086955,0.23781512605042016,0.254739336492891,0.24440973364024993,0.2243708609271523,0.2631578947368421,0.25175245343480873,0.2064935064935065,0.25393982808022925,0.23661691542288557,0.24537037037037038,0.22402402402402402,0.22568093385214008,0.2141982864137087,0.25140041493775933,0.28678839957035446,0.2713178294573643,0.2420582830139144,0.27634609058010745,0.2571976967370441,0.2557997557997558,0.24870466321243523
1/30/20,-0.21610352410602285,0.2706766917293233,0.2659974905897114,0.28059950041631976,0.3055355859094177,0.2550513415038092,0.26540697674418606,0.2790284360189573,0.27524752475247527,0.3046875,0.26505778382053025,0.24340324763193505,0.2699228791773779,0.2669172932330827,0.24795757488892073,0.2908382066276803,0.2799145299145299,0.2863070539419087,0.24972497249724973,0.25583524027459953,0.2563291139240506,0.25504246284501064,0.2543909348441926,0.2747228381374723,0.27423167848699764,0.26951219512195124,0.2770083102493075,0.25217391304347825,0.258777633289987,0.30985915492957744,0.3069620253164557,0.27440633245382584,0.26595744680851063,0.2628579371698638,0.2604494854022264,0.23030303030303031,0.27441697352270733,0.2718808193668529,0.259432387312187,0.26249793763405377,0.25707547169811323,0.27979274611398963,0.2490974729241877,0.27986132997163565,0.2513955140566325,0.29159369527145357,0.28052805280528054,0.2672962881616517,0.2738635311545227,0.2803149606299213,0.2768777614138439,0.2964824120603015
1/31/20,-0.19646397703995006,0.2948717948717949,0.27821939586645467,0.2841710758377425,0.3210930828351836,0.26597679108671934,0.2870138017565872,0.2597844583096994,0.27954545454545454,0.23421588594704684,0.28579718555055855,0.26725043782837127,0.2854330708661417,0.27784730913642053,0.25743387547231805,0.27389325610260656,0.26066350710900477,0.2914714151827554,0.285876993166287,0.26390870185449355,0.29227323628219487,0.2630421118793212,0.2652337691114558,0.2778702163061564,0.2842660178426602,0.2727272727272727,0.2860151642796967,0.2867513611615245,0.289171974522293,0.2755267423014587,0.3476482617586912,0.26929530201342283,0.25492610837438423,0.2684153005464481,0.2827635327635328,0.21764705882352942,0.2730213089802131,0.2860576923076923,0.2687651331719128,0.2747083047357584,0.2995169082125604,0.3053561568194368,0.27165354330708663,0.28206806282722513,0.262118685102491,0.2978723404255319,0.27424749163879597,0.2842056932966024,0.27367896311066797,0.26497005988023953,0.2843385707045109,0.32432432432432434
