Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-21,"
Indiana ",12097,"
","
630 ", ,"
 11,453 ",1823,95,"
67,264 ",10134,"
[1] [2]  "
2020-04-21,"
Colorado ",10447,"
","
486 ", ,"
9,402 ",1889,88,"
48,704 ",8805,"
[1]  "
2020-04-21,"
Virginia ",9630,"
","
324 ", ,"
7,982 ",1145,39,"
58,354 ",6936,"
[1] [2]  "
2020-04-21,"
Tennessee ",7394,"
","
157 ", ,"
3,409 ",1112,24,"
108,182 ",16265,"
[1] [2] [3]  "
2020-04-21,"
North Carolina ",7113,"
","
241 ", ,"
5,989 ",700,24,"
83,331 ",8205,"
[1] [2] [3] [4]  "
2020-04-21,"
Missouri ",5941,"
","
220 ", ,"
5,174 ",976,36,"
56,986 ",9357,"
[1] [2] [3] [4] [5] [6] [7] [8]  "
2020-04-21,"
Rhode Island ",5500,"
","
171 ", ,"
5,036 ",5205,162,"
39,333 ",37226,"
[1] [2] [3]  "
2020-04-21,"
Alabama ",5327,"
","
186 ", ,"
5,121 ",1095,38,"
 48,622 ",9995,"
[1]  "
2020-04-21,"
Arizona ",5251,"
","
208 ", ,"
4,973 ",756,30,"
55,152 ",7939,"
[1]  "
2020-04-21,"
Mississippi ",4716,"
","
183 ", ,"
4,533 ",1578,61,"
52,364  ",17520,"
[1] [2]  "
2020-04-21,"
Wisconsin ",4620,"
","
242 ", ,"
4,184 ",800,42,"
52,461 ",9079,"
[1] [2] [3] [4] [5] [6]  "
2020-04-21,"
South Carolina ",4608,"
","
135  ", ,"
1,735 ",930,27,"
42,441 ",8564,"
[1] [2]  "
2020-04-21,"
Nevada ",3937,"
","
163 ", ,"
1,933 ",1347,56,"
40,464 ",13844,"
[1] [2]  "
2020-04-21,"
Iowa ",3641,"
","
83 ", ,"
2,265 ",1162,26,"
27,615 ",8816,"
[1] [2]  "
2020-04-21,"
Utah ",3296,"
","
32 ", ,"
2,376 ",1082,11,"
72,358 ",23760,"
[1]  "
2020-04-21,"
Kentucky ",3192,"
","
171 ", ,"
1,899 ",719,39,"
33,328 ",7506,"
[1]  "
2020-04-21,"
District Of Columbia ",3098,"
","
112 ", ,"
2,350 ",4526,164,"
14,939 ",21825,"
[1]  "
2020-04-21,"
Delaware ",2931,"
","
82 ", ,"
2,284 ",3087,86,"
16,656 ",17542,"
[1]  "
2020-04-21,"
Oklahoma ",2807,"
","
164 ", ,"
941 ",716,42,"
44,489 ",11355,"
[1] [2]  "
2020-04-21,"
Minnesota ",2567,"
","
160 ", ,"
1,153 ",464,29,"
47,697 ",8629,"
[1] [2]  "
2020-04-21,"
Arkansas ",2262,"
+272 ","
43 ",1,"
1,370 ",756,14,"
29,057 ",9716,"
[1]  "
2020-04-21,"
Kansas ",2210,"
","
109 ", ,"
1,598 ",760,37,"
19,101 ",6567,"
[1] [2] [3] [4] [5] [6] [7]  "
2020-04-21,"
New Mexico ",2072,"
","
65 ", ,"
1,478 ",990,31,"
40,877 ",19536,"
[1] [2]  "
2020-04-21,"
Oregon ",2002,"
","
78 ", ,"
1,924 ",490,19,"
40,045 ",9810,"
[1] [2]  "
2020-04-21,"
Idaho ",1766,"
","
51 ", ,"
1,005 ",1046,30,"
17,730 ",10505,"
[1] [2]  "
2020-04-21,"
South Dakota ",1755,"
","
8 ", ,"
923 ",2031,9,"
12,815 ",14827,"
[1]  "
2020-04-21,"
Nebraska ",1713,"
","
33 ", ,"
1,658 ",899,17,"
 16,782 ",8811,"
[1] [2]  "
2020-04-21,"
New Hampshire ",1491,"
","
42 ", ,"
903 ",1110,31,"
15,041 ",11194,"
[1]  "
2020-04-21,"
West Virginia ",929,"
","
26 ", ,"
678 ",508,14,"
25,435 ",13906,"
[1]  "
2020-04-21,"
Maine ",888,"
","
36 ", ,"
409 ",666,27,"
14,943 ",11212,"
[1] [2]  "
2020-04-21,"
Vermont ",818,"
","
40 ", ,"
778 ",1309,64,"
13,111 ",20978,"
[1]  "
2020-04-21,"
North Dakota ",644,"
","
13 ", ,"
417 ",856,17,"
14,987 ",19924,"
[1]  "
2020-04-21,"
Hawaii ",586,"
","
12 ", ,"
137 ",412,8,"
25,579 ",17988,"
[1] [2]  "
2020-04-21,"
Wyoming ",441,"
","
6 ", ,"
181 ",758,10,"
7,623 ",13102,"
[1] [2]  "
2020-04-21,"
Montana ",437,"
","
12 ", ,"
152 ",419,12,"
11,241 ",10791,"
[1] [2] [3]  "
2020-04-21,"
Alaska ",329,"
","
9 ", ,"
152 ",445,12,"
11,119 ",15056,"
[1]  "
2020-04-21,"
Guam ",136,"
","
5 ", ,"
21 ",,,"
605
",,"
[1]  "
2020-04-21,"
Northern Mariana Islands ",14,"
","
2 ", ,"
3 ",,,"
45
",,"
[1]  "
2020-04-21,"
Puerto Rico ",1298,"
","
64 ", ,"
1,230 ",383,19,"
11,633
",3435,"
[1] [2] [3]  "
2020-04-21,"
United States Virgin Islands ",53,"
","
3 ", ,"
2 ",,,"
625
",,"
[1] [2]  "
2020-04-21,"
US Military ",5575,"
","
22 ", ,"
4,070 ",,,"
",,"
[1]  "
2020-04-21,"
Navajo Nation ",1321,"
","
45 ", ,"
1,276 ",,,"
",,"
[1]  "
2020-04-21,"
Federal Prisons ",863,"
","
23 ", ,"
571 ",,,"
",,"
[1]  "
2020-04-21,"
Grand Princess Ship ",103,"
","
3 ", ,"
100 ",,,"
",,"
[1]  "
2020-04-21,"
Wuhan Repatriated ",3,"
","
", ,"
3 ",,,"
3
",,"
"
2020-04-21,"
Diamond Princess Ship ",46,"
","
", ,"
46 ",,,"
46
",,"
"
2020-04-21,Total:,819175,431,45343,25,690859,2475,137,4190002,12659, 
