Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-23,"
West Virginia ",981,"
","
31 ", ,"
725 ",536,17,"
29,116 ",15919,"
[1]  "
2020-04-23,"
Maine ",937,"
","
44 ", ,"
408 ",703,33,"
17,721 ",13296,"
[1] [2]  "
2020-04-23,"
Vermont ",825,"
","
43 ", ,"
782 ",1320,69,"
13,852 ",22164,"
[1]  "
2020-04-23,"
North Dakota ",709,"
","
15 ", ,"
425 ",943,20,"
16,330 ",21710,"
[1]  "
2020-04-23,"
Hawaii ",596,"
","
12 ", ,"
129 ",419,8,"
26,362 ",18538,"
[1] [2]  "
2020-04-23,"
Wyoming ",453,"
","
7 ", ,"
171 ",779,12,"
7,623 ",13102,"
[1] [2]  "
2020-04-23,"
Montana ",442,"
","
14 ", ,"
122 ",424,13,"
11,875 ",11399,"
[1] [2] [3]  "
2020-04-23,"
Alaska ",337,"
","
9 ", ,"
119 ",456,12,"
11,473 ",15535,"
[1]  "
2020-04-23,"
Guam ",139,"
","
5 ", ,"
15 ",,,"
605
",,"
[1]  "
2020-04-23,"
Northern Mariana Islands ",14,"
","
2 ", ,"
1 ",,,"
45
",,"
[1] [2]  "
2020-04-23,"
Puerto Rico ",1416,"
","
69 ", ,"
956 ",418,20,"
11,633
",3435,"
[1] [2] [3]  "
2020-04-23,"
United States Virgin Islands ",54,"
","
3 ", ,"
3 ",,,"
688
",,"
[1] [2]  "
2020-04-23,"
Veteran Affairs ",6238,"
","
391 ", ,"
5,847 ",,,"
78,124
",,"
[1] [2]  "
2020-04-23,"
US Military ",5901,"
","
25 ", ,"
4,166 ",,,"
",,"
[1]  "
2020-04-23,"
Navajo Nation ",1321,"
","
49 ", ,"
1,272 ",,,"
",,"
[1]  "
2020-04-23,"
Federal Prisons ",977,"
","
24 ", ,"
598 ",,,"
",,"
[1]  "
2020-04-23,"
Grand Princess Ship ",103,"
","
3 ", ,"
100 ",,,"
",,"
[1]  "
2020-04-23,"
Wuhan Repatriated ",3,"
","
", ,"
3 ",,,"
3
",,"
"
2020-04-23,"
Diamond Princess Ship ",46,"
","
", ,"
46 ",,,"
46
",,"
"
2020-04-23,Total:,886709,267,50243,7,750544,2679,152,4775625,14428, 
