Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-16,"
Ohio ",8414,"
","
389 ", ,"
7,905 ",723,33,"
74,840 ",6429,"
[1] [2] [3]  "
2020-04-16,"
Virginia ",6889,"
","
208 ", ,"
5,730 ",819,25,"
46,444 ",5520,"
[1] [2]  "
2020-04-16,"
Tennessee ",6262,"
","
141 ", ,"
3,925 ",941,21,"
85,049 ",12787,"
[1] [2] [3]  "
2020-04-16,"
North Carolina ",5608,"
","
148 ", ,"
4,577 ",552,15,"
70,917 ",6983,"
[1] [2] [3]  "
2020-04-16,"
Missouri ",5178,"
","
168 ", ,"
4,826 ",850,28,"
51,545 ",8464,"
[1] [2] [3] [4] [5] [6] [7] [8]  "
2020-04-16,"
Alabama ",4404,"
","
137 ", ,"
4,247 ",905,28,"
36,363 ",7475,"
[1]  "
2020-04-16,"
Arizona ",4234,"
","
150 ", ,"
4,014 ",609,22,"
47,398 ",6823,"
[1]  "
2020-04-16,"
South Carolina ",3931,"
","
109 ", ,"
3,822 ",793,22,"
36,284 ",7321,"
[1] [2]  "
2020-04-16,"
Wisconsin ",3875,"
","
197 ", ,"
3,591 ",671,34,"
44,849 ",7761,"
[1] [2] [3] [4] [5] [6]  "
2020-04-16,"
Rhode Island ",3838,"
","
105 ", ,"
3,723 ",3632,99,"
28,064 ",26560,"
[1] [2] [3]  "
2020-04-16,"
Mississippi ",3624,"
","
129 ", ,"
3,495 ",1213,43,"
37,733 ",12625,"
[1]  "
2020-04-16,"
Nevada ",3321,"
","
142 ", ,"
2,010 ",1136,49,"
34,504 ",11805,"
[1] [2]  "
2020-04-16,"
Utah ",2683,"
","
21 ", ,"
2,444 ",881,7,"
49,678 ",16313,"
[1]  "
2020-04-16,"
Kentucky ",2429,"
","
129 ", ,"
1,994 ",547,29,"
29,747 ",6699,"
[1]  "
2020-04-16,"
Oklahoma ",2357,"
","
131 ", ,"
1,071 ",602,33,"
30,795 ",7860,"
[1] [2]  "
2020-04-16,"
District Of Columbia ",2350,"
","
81 ", ,"
1,717 ",3433,118,"
12,150 ",17750,"
[1]  "
2020-04-16,"
Iowa ",2141,"
","
60 ", ,"
1,094 ",683,19,"
20,675 ",6600,"
[1]  "
2020-04-16,"
Delaware ",2075,"
","
52 ", ,"
1,645 ",2185,55,"
13,350 ",14060,"
[1]  "
2020-04-16,"
Minnesota ",1912,"
","
94 ", ,"
798 ",346,17,"
41,675 ",7540,"
[1] [2]  "
2020-04-16,"
Oregon ",1736,"
","
64 ", ,"
1,672 ",425,16,"
33,351 ",8170,"
[1] [2]  "
2020-04-16,"
Arkansas ",1620,"
","
37 ", ,"
1,035 ",542,12,"
22,675 ",7582,"
[1]  "
2020-04-16,"
Idaho ",1609,"
","
41 ", ,"
1,544 ",953,24,"
16,183 ",9588,"
[1] [2]  "
2020-04-16,"
Kansas ",1603,"
","
80  ", ,"
1,283 ",551,28,"
16,122 ",5543,"
[1] [2] [3] [4] [5] [6] [7]  "
2020-04-16,"
New Mexico ",1597,"
","
44 ", ,"
1,258 ",763,21,"
34,488 ",16482,"
[1]  "
2020-04-16,"
South Dakota ",1311,"
","
7 ", ,"
931 ",1517,8,"
9,859 ",11407,"
[1]  "
2020-04-16,"
New Hampshire ",1211,"
","
34 ", ,"
722 ",901,25,"
12,632 ",9401,"
[1]  "
2020-04-16,"
Nebraska ",1066,"
","
24 ", ,"
1,020 ",560,13,"
13,173 ",6916,"
[1] [2]  "
2020-04-16,"
Maine ",796,"
","
27 ", ,"
436 ",597,20,"
14,872 ",11158,"
[1] [2]  "
2020-04-16,"
Vermont ",768,"
","
35 ", ,"
733 ",1229,56,"
11,507 ",18412,"
[1]  "
2020-04-16,"
West Virginia ",739,"
","
13 ", ,"
579 ",404,7,"
18,306 ",10008,"
[1]  "
2020-04-16,"
Hawaii ",541,"
","
9 ", ,"
158 ",380,6,"
21,985 ",15460,"
[1] [2]  "
2020-04-16,"
Montana ",415,"
","
7 ", ,"
190 ",398,7,"
9,936 ",9538,"
[1] [2] [3]  "
2020-04-16,"
Wyoming ",401,"
","
2 ", ,"
223 ",689,3,"
6,129 ",10534,"
[1] [2]  "
2020-04-16,"
North Dakota ",393,"
","
9 ", ,"
221 ",522,12,"
 11,704 ",15560,"
[1]  "
2020-04-16,"
Alaska ",300,"
","
9 ", ,"
181 ",406,12,"
8,735 ",11828,"
[1]  "
2020-04-16,"
Guam ",135,"
","
5 ", ,"
57 ",,,"
605
",,"
[1]  "
2020-04-16,"
Northern Mariana Islands ",13,"
","
2 ", ,"
11 ",,,"
45
",,"
[1]  "
2020-04-16,"
Puerto Rico ",1043,"
","
56 ", ,"
983 ",308,17,"
9,829
",2902,"
[1] [2] [3]  "
2020-04-16,"
United States Virgin Islands ",51,"
","
1 ", ,"
4 ",,,"
417
",,"
[1]  "
2020-04-16,"
US Military ",4766,"
","
17 ", ,"
4,011 ",,,"
",,"
[1]  "
2020-04-16,"
Navajo Nation ",921,"
","
38 ", ,"
883 ",,,"
",,"
[1]  "
2020-04-16,"
Grand Princess Ship ",103,"
","
3 ", ,"
100 ",,,"
",,"
[1]  "
2020-04-16,"
Wuhan Repatriated ",3,"
","
", ,"
3 ",,,"
3
",,"
"
2020-04-16,"
Diamond Princess Ship ",46,"
","
", ,"
46 ",,,"
46
",,"
"
2020-04-16,Total:,678144,574,34641,24,585659,2049,105,3411394,10306, 
