Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-14,USA Total,614246,360,26064,17,549362,1856,79,3100387,9367, 
2020-04-14,"
New York ",203123,"
","
10,834 ", ,"
175,200 ",10354,552,"
499,143 ",25443,"
[1] [2] [3] [4] [5] [6]  "
2020-04-14,"
New Jersey ",68824,"
","
2,805 ", ,"
64,748 ",7749,316,"
131,219 ",14774,"
[1] [2]  "
2020-04-14,"
Massachusetts ",28163,"
","
957 ", ,"
26,477 ",4123,140,"
126,551 ",18528,"
[1] [2]  "
2020-04-14,"
Michigan ",27001,"
","
1,768 ", ,"
24,790 ",2712,178,"
76,014 ",7634,"
[1] [2] [3]  "
2020-04-14,"
California ",25777,"
+241 ","
789 ",7,"
24,048 ",658,20,"
212,900 ",5438,"
[1] [2] [3]  "
2020-04-14,"
Pennsylvania ",25465,"
","
696 ", ,"
24,119 ",1991,54,"
133,631 ",10447,"
[1] [2] [3] [4] [5] [6]  "
2020-04-14,"
Illinois ",23247,"
","
868 ", ,"
22,329 ",1813,68,"
110,616 ",8627,"
[1] [2] [3] [4]  "
2020-04-14,"
Florida ",21628,"
","
571 ", ,"
20,413 ",1050,28,"
205,413 ",9972,"
[1] [2]  "
2020-04-14,"
Louisiana ",21518,"
","
1,013 ", ,"
20,455 ",4614,217,"
118,422 ",25393,"
[1]  "
2020-04-14,"
Texas ",15107,"
+94 ","
350 ",5,"
12,177 ",542,13,"
146,467 ",5253,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11]  "
2020-04-14,"
Georgia ",14578,"
","
524 ", ,"
14,023 ",1416,51,"
61,795 ",6001,"
[1] [2] [3]  "
2020-04-14,"
Connecticut ",13989,"
","
671 ", ,"
13,253 ",3906,187,"
45,841 ",12799,"
[1] [2]  "
2020-04-14,"
Washington ",10795,"
","
547 ", ,"
8,824 ",1480,75,"
122,854 ",16842,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12] [13] [14]  "
