Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-09,USA Total,468895,329,16697,6,426270,1417,50,2376977,7181, 
2020-04-09,"
New York ",161504,"
","
7,067 ", ,"
138,203 ",8232,360,"
391,549 ",19958,"
[1] [2] [3] [4] [5] [6]  "
2020-04-09,"
New Jersey ",51027,"
","
1,700 ", ,"
49,235 ",5745,191,"
 100,326 ",11296,"
[1] [2] [3]  "
2020-04-09,"
Michigan ",21504,"
","
1,076 ", ,"
20,359 ",2160,108,"
52,866 ",5309,"
[1] [2] [3] [4]  "
2020-04-09,"
California ",20212,"
+241 ","
559 ", ,"
18,713 ",516,14,"
163,500 ",4176,"
[1] [2] [3]  "
2020-04-09,"
Massachusetts ",18941,"
","
503 ", ,"
18,428 ",2773,74,"
94,958 ",13903,"
[1] [2]  "
2020-04-09,"
Pennsylvania ",18546,"
","
360 ", ,"
18,052 ",1450,28,"
105,602 ",8256,"
[1] [2] [3] [4]  "
2020-04-09,"
Louisiana ",18283,"
","
702 ", ,"
17,531 ",3920,151,"
86,919 ",18638,"
[1]  "
2020-04-09,"
Florida ",16826,"
","
371 ", ,"
16,355 ",817,18,"
158,375 ",7689,"
[1] [2]  "
2020-04-09,"
Illinois ",16422,"
","
528 ", ,"
15,844 ",1281,41,"
80,857 ",6306,"
[1] [2] [3] [4]  "
2020-04-09,"
Texas ",11426,"
","
222 ", ,"
9,978 ",410,8,"
106,134 ",3806,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10]  "
2020-04-09,"
Georgia ",10885,"
","
412 ", ,"
10,442 ",1057,40,"
41,085 ",3990,"
[1] [2] [3]  "
2020-04-09,"
Connecticut ",9784,"
","
380 ", ,"
9,354 ",2732,106,"
33,502 ",9354,"
[1] [2] [3]  "
2020-04-09,"
Washington ",9740,"
+88 ","
455 ", ,"
8,211 ",1335,62,"
92,999 ",12749,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12] [13] [14]  "
2020-04-09,"
Indiana ",6351,"
","
245 ", ,"
6,092 ",957,37,"
32,133 ",4841,"
[1] [2]  "
2020-04-09,"
Colorado ",6202,"
","
226 ", ,"
5,936 ",1121,41,"
31,180 ",5637,"
[1]  "
2020-04-09,"
Maryland ",6185,"
","
138 ", ,"
5,671 ",1030,23,"
41,529 ",6918,"
[1]  "
2020-04-09,"
Ohio ",5512,"
","
213 ", ,"
5,299 ",473,18,"
55,985 ",4809,"
[1]  "
2020-04-09,"
Tennessee ",4634,"
","
94 ", ,"
3,619 ",697,14,"
59,849 ",8998,"
[1] [2] [3] [4]  "
2020-04-09,"
Virginia ",4042,"
","
109 ", ,"
3,931 ",480,13,"
33,026 ",3925,"
[1]  "
2020-04-09,"
North Carolina ",3823,"
","
75 ", ,"
3,662 ",376,7,"
47,809 ",4708,"
[1] [2]  "
2020-04-09,"
Missouri ",3539,"
","
91 ", ,"
3,379 ",581,15,"
40,480 ",6647,"
[1] [2] [3] [4] [5]  "
2020-04-09,"
Arizona ",3018,"
","
89 ", ,"
2,909 ",434,13,"
37,178 ",5352,"
[1]  "
2020-04-09,"
Wisconsin ",2885,"
","
111 ", ,"
2,709 ",499,19,"
34,309 ",5937,"
[1] [2] [3] [4] [5]  "
2020-04-09,"
Alabama ",2838,"
","
78 ", ,"
2,740 ",583,16,"
20,605 ",4236,"
[1]  "
2020-04-09,"
South Carolina ",2792,"
","
67 ", ,"
2,725 ",563,14,"
 27,367 ",5522,"
[1]  "
2020-04-09,"
Nevada ",2456,"
","
86 ",6,"
2,322 ",840,29,"
26,074 ",8921,"
[1] [2]  "
2020-04-09,"
Mississippi ",2260,"
","
76 ", ,"
2,184 ",756,25,"
20,635 ",6904,"
[1]  "
2020-04-09,"
Utah ",1976,"
","
13 ", ,"
1,937 ",649,4,"
38,373 ",12601,"
[1]  "
2020-04-09,"
Rhode Island ",1727,"
","
43 ", ,"
1,674 ",1634,41,"
14,008 ",13257,"
[1] [2] [3]  "
2020-04-09,"
Oklahoma ",1684,"
","
80 ", ,"
1,082 ",430,20,"
22,246 ",5678,"
[1] [2]  "
2020-04-09,"
District Of Columbia ",1523,"
","
32 ", ,"
1,098 ",2225,47,"
 8,724 ",12745,"
[1]  "
2020-04-09,"
Kentucky ",1452,"
","
79 ", ,"
1,067 ",327,18,"
23,170 ",5218,"
[1] [2]  "
2020-04-09,"
Idaho ",1353,"
","
24 ", ,"
1,329 ",802,14,"
13,094 ",7758,"
[1] [2] [3]  "
2020-04-09,"
Oregon ",1321,"
","
44 ", ,"
1,277 ",324,11,"
25,627 ",6278,"
[1] [2] [3]  "
2020-04-09,"
Iowa ",1270,"
","
29 ", ,"
1,152 ",405,9,"
14,973 ",4780,"
[1] [2] [3] [4] [5] [6] [7]  "
2020-04-09,"
Minnesota ",1242,"
","
50 ", ,"
517 ",225,9,"
32,294 ",5843,"
[1] [2]  "
2020-04-09,"
Delaware ",1209,"
","
23 ", ,"
1,013 ",1273,24,"
9,890 ",10416,"
[1]  "
2020-04-09,"
Arkansas ",1146,"
","
21 ", ,"
820 ",383,7,"
15,702 ",5250,"
[1] [2]  "
2020-04-09,"
Kansas ",1106,"
","
42 ", ,"
1,064 ",380,14,"
10,775 ",3704,"
[1] [2] [3] [4] [5] [6] [7]  "
2020-04-09,"
New Mexico ",989,"
","
17 ", ,"
801 ",473,8,"
23,931 ",11437,"
[1]  "
2020-04-09,"
New Hampshire ",819,"
","
21 ", ,"
571 ",610,16,"
9,958 ",7411,"
[1] [2] [3]  "
2020-04-09,"
Vermont ",628,"
","
23 ", ,"
605 ",1005,37,"
8,181 ",13090,"
[1]  "
2020-04-09,"
Nebraska ",567,"
","
14 ", ,"
553 ",298,7,"
8,707 ",4571,"
[1] [2]  "
2020-04-09,"
Maine ",560,"
","
16 ", ,"
342 ",420,12,"
6,625 ",4971,"
[1] [2]  "
2020-04-09,"
West Virginia ",523,"
","
5 ", ,"
518 ",286,3,"
13,863 ",7579,"
[1]  "
2020-04-09,"
South Dakota ",447,"
","
6 ", ,"
280 ",517,7,"
7,147 ",8269,"
[1] [2]  "
2020-04-09,"
Hawaii ",442,"
","
6 ", ,"
185 ",311,4,"
16,149 ",11356,"
[1] [2]  "
2020-04-09,"
Montana ",354,"
","
6  ", ,"
191 ",340,6,"
7,860 ",7545,"
[1] [2] [3]  "
2020-04-09,"
North Dakota ",269,"
","
5 ", ,"
163 ",358,7,"
8,990 ",11952,"
[1]  "
2020-04-09,"
Wyoming ",239,"
","
", ,"
145 ",411,,"
4,975 ",8551,"
[1] [2]  "
