date,sentiment_us,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1/22/20,-0.05226824457593693,0.38095238095238093,0.4,0.32978723404255317,0.18181818181818182,0.31795716639209226,0.336,0.3170731707317073,0.45454545454545453,0.6842105263157895,0.3212996389891697,0.31560283687943264,0.375,0.4,0.38571428571428573,0.40384615384615385,0.4090909090909091,0.4230769230769231,0.22807017543859648,0.35,0.5,0.37267080745341613,0.4182692307692308,0.3402061855670103,0.42592592592592593,0.23076923076923078,0.35064935064935066,0.125,0.23333333333333334,0.17307692307692307,0.25,0.26605504587155965,0.4117647058823529,0.3262411347517731,0.373134328358209,0.3333333333333333,0.319672131147541,0.42424242424242425,0.34210526315789475,0.37222222222222223,0.36363636363636365,0.2962962962962963,0.2222222222222222,0.3170731707317073,0.2979214780600462,0.2777777777777778,0.2857142857142857,0.376,0.37012987012987014,0.23076923076923078,0.2835820895522388,0.0
1/23/20,-0.26413949348652804,0.2713178294573643,0.2714285714285714,0.21350364963503649,0.22641509433962265,0.25316083504851516,0.26146788990825687,0.2966101694915254,0.33653846153846156,0.32051282051282054,0.2247787610619469,0.25649717514124293,0.1728395061728395,0.23157894736842105,0.24285714285714285,0.28525641025641024,0.2616822429906542,0.2289156626506024,0.29924242424242425,0.24528301886792453,0.30158730158730157,0.29336188436830835,0.2370266479663394,0.23529411764705882,0.2665094339622642,0.21818181818181817,0.23214285714285715,0.24691358024691357,0.23308270676691728,0.22929936305732485,0.3387096774193548,0.27485380116959063,0.19047619047619047,0.24959038776624795,0.27615780445969124,0.15384615384615385,0.21958925750394945,0.27717391304347827,0.2127659574468085,0.22767295597484277,0.26666666666666666,0.26639344262295084,0.18292682926829268,0.25366876310272535,0.25100474972597736,0.2785714285714286,0.2,0.27993527508090615,0.2747747747747748,0.25742574257425743,0.19047619047619047,0.3333333333333333
1/24/20,0.00763307756062348,0.3394919168591224,0.3561643835616438,0.33896330809551545,0.3316708229426434,0.38567443534599116,0.3197573656845754,0.3316412859560068,0.37410071942446044,0.38934426229508196,0.3386393784347167,0.3405612244897959,0.4438202247191011,0.41711229946524064,0.32413793103448274,0.33858267716535434,0.3611111111111111,0.2912621359223301,0.30275229357798167,0.33424283765347884,0.2936046511627907,0.3523404255319149,0.3565172591447707,0.307898979043525,0.33395348837209304,0.3068181818181818,0.3063872255489022,0.3148936170212766,0.329153605015674,0.38078703703703703,0.3505747126436782,0.30987821380243574,0.3194888178913738,0.32715477293790546,0.2839506172839506,0.34,0.32623033992897005,0.32172131147540983,0.3050397877984085,0.3119077049855789,0.427536231884058,0.3163841807909605,0.28688524590163933,0.32275862068965516,0.38439611486486486,0.3394495412844037,0.3090909090909091,0.3416949152542373,0.34490681644115395,0.3176895306859206,0.29316770186335406,0.2802547770700637
1/25/20,-0.056722713829549076,0.2774451097804391,0.2702702702702703,0.3004854368932039,0.27565392354124746,0.3586696667135424,0.30116959064327486,0.2781289506953224,0.26582278481012656,0.34977578475336324,0.2965710517639301,0.3077821011673152,0.3919491525423729,0.34774774774774775,0.3455950540958269,0.2966549295774648,0.3024390243902439,0.3237410071942446,0.28222996515679444,0.34049409237379163,0.33055555555555555,0.34595775673707213,0.3239962651727358,0.3022176379577102,0.3141945773524721,0.2838196286472148,0.2986547085201794,0.23985239852398524,0.2741514360313316,0.3285302593659942,0.25877192982456143,0.3231046931407942,0.2911392405063291,0.3122709024262524,0.2842809364548495,0.34615384615384615,0.2971216341689879,0.3194675540765391,0.3138138138138138,0.276741530262657,0.30939226519337015,0.2889165628891656,0.2571428571428571,0.2668500687757909,0.32890796566180874,0.32,0.3979591836734694,0.2964989059080963,0.30486641221374045,0.2807017543859649,0.2913096695226438,0.2361111111111111
1/26/20,-0.09038561076604551,0.27289719626168224,0.2975391498881432,0.21282943809050223,0.2701252236135957,0.29381651623332883,0.29522687094873307,0.29244357212953875,0.33163265306122447,0.2936802973977695,0.2585853057873854,0.2686366689053056,0.3122866894197952,0.2607361963190184,0.2972027972027972,0.286144578313253,0.31343283582089554,0.23540489642184556,0.29283489096573206,0.2827699917559769,0.24724061810154527,0.29149377593361,0.29481231547870096,0.30462452269834533,0.28425655976676384,0.2140221402214022,0.2827838827838828,0.2733333333333333,0.3032581453634085,0.27494287890327496,0.23170731707317074,0.2831471588149587,0.2777777777777778,0.2842724978973928,0.2514644351464435,0.2261904761904762,0.2816281628162816,0.28664921465968585,0.2880710659898477,0.25127388535031847,0.2766990291262136,0.23555070883315157,0.2459016393442623,0.2786377708978328,0.2715122514644006,0.2826923076923077,0.375,0.27362773421378456,0.3050224581461821,0.22916666666666666,0.2471590909090909,0.23255813953488372
1/27/20,-0.11890288956976641,0.30103092783505153,0.26128266033254155,0.3066074693131366,0.27151051625239003,0.33381737918215615,0.3053637812002124,0.301255230125523,0.2796610169491525,0.32280701754385965,0.29191263282172375,0.31462925851703405,0.3972602739726027,0.29098360655737704,0.3328139607354316,0.2931461601981833,0.3618421052631579,0.2757936507936508,0.28846153846153844,0.30130597014925375,0.30879345603271985,0.3347107438016529,0.32791225416036307,0.2855221873599283,0.3188946975354742,0.30045871559633025,0.2746748278500383,0.3148148148148148,0.328125,0.2982308340353833,0.30434782608695654,0.2919315403422983,0.32136105860113423,0.3182237448939254,0.34065934065934067,0.32,0.3046844754161827,0.30574098798397864,0.3128991060025543,0.27836990595611283,0.3247422680412371,0.30470588235294116,0.2540322580645161,0.2940780619111709,0.3049270072992701,0.30472854640980734,0.2983425414364641,0.30470268169452003,0.3193414148724444,0.27019498607242337,0.2906542056074766,0.2077922077922078
1/28/20,-0.1444419008374826,0.26522593320235754,0.3109048723897912,0.31545133311917767,0.28214285714285714,0.29746460677181463,0.2954669579464773,0.30616509926854757,0.28761061946902655,0.29553264604810997,0.301585132549877,0.29449423815621,0.28820116054158607,0.31542056074766356,0.30225182366000636,0.3164852255054432,0.3230174081237911,0.31201044386422977,0.271412680756396,0.31082423038728896,0.29947460595446584,0.28545034642032335,0.3221299093655589,0.29545454545454547,0.3011406844106464,0.25,0.31268882175226587,0.3613707165109034,0.2953929539295393,0.29354047424366314,0.3756906077348066,0.29695885509839,0.29182156133828996,0.2954302512025655,0.3076593923833975,0.36792452830188677,0.30545938748335555,0.2782969885773624,0.31000654022236757,0.301875,0.31313131313131315,0.3035143769968051,0.29045643153526973,0.315339038841343,0.2760831730328845,0.28859060402684567,0.26146788990825687,0.2798845836768343,0.32138998919697515,0.2925,0.2833969465648855,0.29850746268656714
1/29/20,-0.06142058234564923,0.325,0.2814814814814815,0.3123844731977819,0.3017689906347555,0.29948262701082806,0.31148696264975334,0.3350035790980673,0.3129973474801061,0.3333333333333333,0.297088297956285,0.2887629839471199,0.32154882154882153,0.33587786259541985,0.3358154740283327,0.30581867388362655,0.37398373983739835,0.3099467140319716,0.3173611111111111,0.27857829010566765,0.29441624365482233,0.3111521873074553,0.3244580584354383,0.31919463087248323,0.3065181518151815,0.24142661179698216,0.3066974595842956,0.29653679653679654,0.3113673805601318,0.2837796244998461,0.35434782608695653,0.2893557422969188,0.3068720379146919,0.3147813219335745,0.2993377483443709,0.3308270676691729,0.3108351692369317,0.2733766233766234,0.3248567335243553,0.303681592039801,0.3333333333333333,0.2816816816816817,0.2723735408560311,0.28110975112199105,0.291649377593361,0.35660580021482274,0.3643410852713178,0.31793121554213705,0.33819497751946487,0.31285988483685223,0.3498168498168498,0.32642487046632124
1/30/20,-0.14198505848116566,0.3016917293233083,0.28732747804265996,0.305578684429642,0.3191948238677211,0.2870908488662712,0.29505813953488375,0.29976303317535546,0.2851485148514851,0.341796875,0.291162474507138,0.2628552097428958,0.2887746358183376,0.2907268170426065,0.26630356886914147,0.30721247563352827,0.3002136752136752,0.3236514522821577,0.2706270627062706,0.2768878718535469,0.27742616033755274,0.28105095541401276,0.28234183191690276,0.3006651884700665,0.30220646178092986,0.29024390243902437,0.2999604273842501,0.2747826086956522,0.27308192457737324,0.3289996388587938,0.36075949367088606,0.29719357159990406,0.28433268858800775,0.2895468445927162,0.29321571098508714,0.3151515151515151,0.29388041381728913,0.2911235257603973,0.2888146911519199,0.2834515756475829,0.2665094339622642,0.3,0.26714801444043323,0.30255278915852507,0.2765655130417132,0.3178633975481611,0.3069306930693069,0.28772238084779267,0.3015461531339691,0.30708661417322836,0.3014236622484045,0.35175879396984927
1/31/20,-0.09477593138275148,0.3323471400394477,0.3195548489666137,0.3289241622574956,0.36976942783945344,0.3039970906205574,0.3462986198243413,0.3153715258082813,0.32045454545454544,0.2606924643584521,0.3311330335122588,0.31120840630472857,0.32086614173228345,0.32290362953692114,0.29817644159684575,0.31278444352503104,0.3127962085308057,0.34208059981255856,0.32915717539863326,0.30527817403708984,0.3381858902575588,0.29918290383406665,0.3077775315754487,0.33135250772521985,0.33495539334955393,0.30614973262032086,0.34077506318449874,0.33212341197822143,0.3363057324840764,0.31766612641815234,0.39059304703476483,0.3173937360178971,0.2955665024630542,0.3043351548269581,0.3285849952516619,0.2647058823529412,0.3221080669710807,0.32211538461538464,0.31511587685921827,0.3141729581331503,0.3357487922705314,0.3583655438983987,0.30708661417322836,0.32591623036649214,0.3024694679076774,0.3307543520309478,0.32441471571906355,0.3280532598714417,0.3233300099700897,0.3008982035928144,0.3324885960466295,0.3738738738738739
